REGIAO;UF;MUNICIPIO ;CODIGO DO IBGE;DENOMINACAO DA COMUNIDADE;ID QUILOMBOLA;N PROCESSO NA FCP;DATA DA ABERTURA DO PROCESSO;N DO LIVRO DE REGISTRO;N DO REGISTRO;N DA FOLHA DO LIVRO DE REGISTRO;N DA PORTARIA DE CERTIFICACAO;DATA DA PORTARIA NO D.O.U;LINK DA PUBLICACAO NO DOU;N PROCESSO INCRA;LATITUDE - S-N;LONGITUDE - W-E;ENDERECO/TELEFONE DA COMUNIDADE;OBSERVACOES
NORDESTE;BA;MARAGOGIPE;2920601;BAIXAO DO GUAI;2.501;01420.001069/2010-52;18/05/2010;17;2.204;24;19/2015;02/02/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=23&data=02/02/2015;54160.003560/2007-97;;;;Recôncavo baiano
NORTE;PA;BRAGANCA;1501709;AMERICA;2.516;01420.015899/2014-91;02/12/2014;17;2.205;25;19/2015;02/02/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=23&data=02/02/2015;;;;;
NORTE;TO;MATEIROS;1712702;BOA ESPERANCA;2.523;01420.007008/2014-22;10/06/2014;17;2.206;26;19/2015;02/02/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=23&data=02/02/2015;54400.000225-2015-77 ;;;AndrE Luiz Gomes da Silva, Coordenador Afrodescendente, Secretaria de Defesa Social do Estado do Tocantins,  AANE - Esplanada das Secretarias, PraCas dos GirassOis, Cento, CEP: 77.001-002, Palmas, Fone: (83) 3218-6919;
NORDESTE;AL;OLHO D'ÁGUA DO CASADO;2705804;ALTO DA BOA VISTA;;01420.002004/2015-39;13/02/2015;17;2.207;27;42/2015;07/04/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=5&data=07/04/2015;;-9.82;-36.62;SitIo Alto da Boa Vista - Zona Rural  - Olho D'Água do Casado/AL- Marineide Pereira Silva (82) 8739-6861;
SUDESTE;ES;CONCEICAO DA BARRA;3201209;PORTO GRANDE;;01420.000314/2015-19;12/01/2015;17;2.208;28;42/2015;07/04/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=5&data=07/04/2015;;;;;
SUDESTE;ES;CONCEICAO DA BARRA;3201209;CORREGO DO ALEXANDRE;;01420.000316/2015-16;12/01/2015;17;2.209;29;42/2015;07/04/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=5&data=07/04/2015;;418745;7943778;INCRA, ServiCo de Cadastro Rural - SR20/F, Av. Senador Robert Kennedy, 601, SAo Torquato - Vila Velha, CEP: 29.114-901;
NORDESTE;MA;CODO;2103307;PURAQUÊ;;01420.004817/2014-82;30/04/2014;17;2.210;30;42/2015;07/04/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=5&data=07/04/2015;54230.007090/2013-16 ;;;;
NORDESTE;MA;CODO;2103307;TRÊS IRMAOS, MONTABARRI E QUEIMADAS;;01420.004644/2014-01;25/04/2014;17;2.211;31;42/2015;07/04/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=5&data=07/04/2015;54230.001070/2012-42 ;;;Diogo Cabral - Setor Juridico da Fetaema, Rua Antônio Rayol, 642 Centro, CEP: 65015-040 - SAo LuIs/MA;
NORDESTE;MA;ITAPECURU MIRIM;2105401;POVOADO CACHOEIRA;;01420.010207/2014-18;15/08/2014;17;2.212;32;42/2015;07/04/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=5&data=07/04/2015;;;;ASSOCIACAO DOS PRODUTORES RURAIS DE MARIA DO POVOADO CACHOEIRA / POV. CACHOEIRA / S-N / ZONA RURAL / CEP: 65485-000 /  ITAPECURU MIRIM / MA;
NORDESTE;MA;ITAPECURU MIRIM;2105401;MAGNIFICAT/BARRIGUDA;;01420.012778/2014-97;07/10/2014;17;2.213;33;42/2015;07/04/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=5&data=07/04/2015;54230.039151/2017-33;;;"REPRES. REGIONAL FCP/MA - ANA AMELIA CAMPOS MÁFRA, RUA DAS HORTAS, 223, CENTRO, CEP: 65010-270 SAO LUIS/MA; CAIXA POSTAL 11, ITAPECURUM MIRIM, CEP: 65485-000 POVOADO BARRIGUDA";
NORDESTE;MA;ITAPECURU MIRIM;2105401;CAMPO RIO;;01420.013086/2014-66;14/10/2014;17;2.214;34;42/2015;07/04/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=5&data=07/04/2015;54230.039151/2017-33;;;;
NORDESTE;MA;ITAPECURU MIRIM;2105401;POVOADO DE PULGAO;;01420.012780/2014-66;05/02/2014;17;2.215;35;42/2015;07/04/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=5&data=07/04/2015;54230.039151/2017-33;;;;
NORDESTE;MA;ITAPECURU MIRIM;2105401;DOIS MIL;;01420.013661/2014-21;29/10/2014;17;2.216;36;42/2015;07/04/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=5&data=07/04/2015;;;;;
NORDESTE;MA;ITAPECURU MIRIM;2105401;SAO BENTO;;01420.013662/2014-75;29/10/2014;17;2.217;37;42/2015;07/04/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=5&data=07/04/2015;54230.006064/2013-62 ;;;;
SUDESTE;MG;ARACUAI;3103405;CORREGO DO NARCISO DO MEIO;;01420.010889/2014-69;29/08/2014;17;2.218;38;42/2015;07/04/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=5&data=07/04/2015;54170.001459/2015-92;"16°94""853""";"04°17""72.40";Rua Rita Lages, 291, SAo JosE, AraCuaI, CEP: 39.600-000, Fone (33) 9914-9932 CLEIA;
NORDESTE;PE;SERRA TALHADA;2613909;ALTO DA LUANDA;;01420.013710/2014-25;29/10/2014;17;2.219;39;42/2015;07/04/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=5&data=07/04/2015;;;;;
NORDESTE;PE;SERTÂNIA;2614105;SEVERO;;01420.015748/2014-32;28/11/2014;17;2.220;40;42/2015;07/04/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=5&data=07/04/2015;;;;Maria Angela do Amaral,  R. Luiz Epaminondas, 19, CEP: 56.640.000, CustOdia-PE;
NORDESTE;BA;GUANAMBI;2911709;QUEIMADAS;;01420.015453/2014-66;21/11/2014;17;2.221;41;84/2015;09/06/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=10&data=09/06/2015;;4257020;1415438;ASSOCIACAO COMUNITÁRIA DOS PRODUTORES RURAIS DE QUEIMADAS - FAZENDA QUEIMADAS, ZONA RURAL, CEP: 46.430-000 - GUANAMBI/BA, (77) 9902-7620, (77) 9126-1742 (FALAR C/ MANOEL). ;
CENTRO-OESTE;MT;POCONE;5106505;SAO GONCALO II;;01420.016737/2014-70;19/12/2014;17;2.222;42;84/2015;09/06/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=10&data=09/06/2015;;8254115;502353;PEDRO REIS OLIVEIRA (65) 3044-4775/9642-0302/9269-8922, Email: proreis@gmail.com - KM 120 - BR 070 - 15 KM - RUA- NHAMBIKUARA NR 5 Q. 5 RESIDENCIAL ITAPAJE - CEP: 78090-442 - CUIABA-MT;
NORDESTE;PE;ÁGUAS BELAS;2600500;SITIO SERRA PRETA;;01420.003051/2015-08;09/03/2015;17;2.223;43;84/2015;09/06/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=10&data=09/06/2015;54140.001769/2015-64;;;AssociaCAo Comunitária do SItio Serra Preta - SItio Serra Preta - Zona Rural - Águas Belas - (87) 9991- 9610/ 9989-8325. CEP: 55.340-000 - JosE Rosalvo da Sila, Presidente da Comunidade - Av. Cel. Alfredo Duarte, N101 – Centro - Águas Belas/PE, CEP: 55340-000;
SUDESTE;SP;BARRA DO TURVO;3505401;ILHAS;;01420.003863/2014-64;07/04/2014;17;2.224;44;84/2015;09/06/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=10&data=09/06/2015;54190.004780/2013-29 ;;;AssociaCAo dos Remanescentes de Quilombo do Bairro Ilhas, Estrada de Indaiatuba 2.5 Km, Bairro Ilhas - Barra do Turvo - CEP:11.955-000 - 15 99799-6452 - jaimesantos3@gmail.com / cassiajug@gmail.com - Avenida Rio Pardo N 275 Centro - Barra do Turvo/SP - CEP: 11.955-000;
NORDESTE;BA;AMELIA RODRIGUES;2901106;PINGUELA;;01420.003711/2015-42;25/03/2015;17;2.225;45;84/2015;09/06/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=10&data=09/06/2015;;-12.451414;-38.727969;AssociaCAo do Remanescentes de Quilombo do Piguela, Comunidade Pinguela, Rita Maria dos Santos. Fone: (75) 8178-9738,  reinaldosantos821@gmail.com;
NORDESTE;BA;LAMARAO;2919108;SITIO DE SANTANA;;01420.012035/2014-17;23/09/2014;17;2.226;46;84/2015;09/06/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=10&data=09/06/2015;;15° 26533;041° 01593;"ASSOCIACAO DE ARTESAOS E (OS) REMANESCENTES QUILOMBOLA DOS SANTANA E ADJACÊNCIAS - POVOADO DE SITIO DE SANTANA, SITIO DE SANTANA, LAMARAO CASSARQ, (75) 8117-7826,  lilaloba66@hotmail.com,  CRISTINE DE JESUS SOUZA (75) 8101-7587. CEP: 48720-000; CRISTIANE DE JESUS SOUZA, POVOADO DE SITIO SANTANA, CEP: 48720-000";
SUDESTE;MG;ALMENARA;3101706;MAROBÁ;;01420.006691/2015-61;09/06/2015;17;2.227;47;191/2015;03/12/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=03/12/2015;54170.004000/2016-21;12 24 857;047 24 586;Antônio Moreira Lopes, End.: Av. Minas Gerais, N 466, Bairro: Planalto, CEP: 39900-000, (33) 8712-4895/9917-3911/9926-1798/9975-8534, Email: dalmaraverdero@gmail.com;
SUDESTE;MG;BERTOPOLIS;3106606;PRADINHO;;01420.003575/2014-18;01/04/2014;17;2.228;48;191/2015;03/12/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=03/12/2015;54170.004002/2016-11;12 24 857;047 24 586;"Responsável: Josemar JosE Caetano, Fones: (33) 8851-0374/8703-2965/8892-0602/8706-8993/8850-5432, Email: ramoizuen@gmail.com; Prefeitura ( (33) 3626-1241 -- END: FAZENDA BELA VISTA CORREGO DO PRADINHO, ZONA RURAL, CEP:39875-000 BERTOPOLIS/MG";
SUDESTE;MG;BOCAIÚVA;3107307;MACAÚBA PALMITO E MACAÚBA BELA VISTA;;01420.006059/2015-18;22/05/2015;17;2.229;49;191/2015;03/12/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=03/12/2015;54170.004003/2016-65;;;;
SUDESTE;MG;BOCAIÚVA;3107307;MOCAMBO E SITIO;;01420.006060/2015-42;22/05/2015;17;2.230;50;191/2015;03/12/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=03/12/2015;54170.004004/2016-18;;;Prefeitura (38)3251-2136- MARINA;
SUDESTE;MG;FRUTAL;3127107;SERRINHA;;01420.007128/2014-20;13/06/2014;17;2.231;51;191/2015;03/12/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=03/12/2015;54170.004231/2015-54;"38 51' 20.0'' - 19° 55' 19.7""";094° 47' 56.5'' - 049° 01' 59.7'';"Antonio Miranda (31) 87512032 - INCRA (APOIO TERRESTRE) Solange 34 3421-4577; Marcileia Presidente do Sindicato (34) 99974-2871, Comendador Gomes (34) 3421-4577";
SUDESTE;MG;MERCÊS;3141603;CARREIROS;;01420.007417/2014-29;25/06/2014;17;2.232;52;191/2015;03/12/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=03/12/2015;54170.004010/2016-67;20 42 717;042 50 012;Responsável: Elizete das Mercês da Costa, End.: Av. Tancredo Neves, 430 apt 3, Bairro: SAo Luiz/Mercês, CEP: 36190-000, Elizete (32) 3337-1195/9998-7058/8499-5455, Email: elizetecosta137@yahoo.com.br;
SUDESTE;MG;PAULA CÂNDIDO;3148301;CORREGO DO MEIO;;01420.000322/2015-65;12/01/2015;17;2.233;53;191/2015;03/12/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=03/12/2015;54170.004011/2016-10;14 56 861;048 56 066;"Responsável: Antônio Matias Celestino; (32) 9811-2344 Mestre Boi, (31) 9781-4768 Aparecida, (32) 9939-4909 Natalia, Rua N Sra. Da ConsolaCAo, 132, CEP: 36544-000; Prefeitura (32) 5357-1242; (31) 9176-3755 PEDRO MARQUES";
NORTE;RO;PIMENTEIRAS DO OESTE;1101468;SANTA CRUZ;;01420.001480/2007-22;11/06/2007;17;2.234;54;191/2015;03/12/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=03/12/2015;;;;"Responsável: Izabel Mendes de Souza, Rua Ria de Janeiro 1081, Pimenteiras da Oeste, CEP 76999-000, Comunidade Santa Cruz; Coordenadora da Ass. (69) 8105-6406";
NORTE;TO;CONCEICAO DO TOCANTINS;1705607;ÁGUA BRANCA;;01420.016741/2014-38;19/12/2014;17;2.235;55;191/2015;03/12/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=03/12/2015;54400.000320/2008-41 ;;;Responsável:Joceni da Silva Ferreira, End.: Rua Bahia, Qd. 9 LT 19 Setor Sul, Bairro: ConceiCAo de Tocantins, CEP: 77305-000;
NORTE;TO;CONCEICAO DO TOCANTINS;1705607;MATOES;;01420.016740/2014-93;19/12/2014;17;2.236;56;191/2015;03/12/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=03/12/2015;54400.000326/2008-19 ;-12.3849;-47.3902;Domingos Pereira Borges, End.: Rua 12 de outubro, s/n Centro, bairro: ConceiCAo do Tocantins, CEP: 77305-000;
NORTE;TO;ESPERANTINA;1707405;CARRAPICHE;;01420.015960/2014-08;03/12/2014;17;2.237;57;191/2015;03/12/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=03/12/2015;;55°51.126';048°33.179';(63) 8112-8839/8117-8241/8149-7826/81535832/81623410, Responsável IglEsia Souza Dias;
NORTE;TO;ESPERANTINA;1707405;CIRIACO;;01420.015959/2014-75;03/12/2014;17;2.238;58;191/2015;03/12/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=03/12/2015;;16°02.770';045°37.818';Lucivaldo dias de Souza, Rua SAo Vicente s/n, Bairro: Boa Vista, CEP: 77993-000, Email: marcioenzzogabriel@gmail.com, (63) 8131-2030/8146-6024/8135-8085/8109-7646/8110-3498/8115-2973;
NORTE;TO;ESPERANTINA;1707405;PRAIACHATA;;01420.015961/2014-44;03/12/2014;17;2.239;59;191/2015;03/12/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=8&data=03/12/2015;;05°18.481';048°34.629';Antônio Pereira da Silva, Fones:(63) 8129-6899/8151-7723/9935-9564/8104-5630/8102-0718, marcioeenzzogabriel@gmail.com;
CENTRO-OESTE;GO;ALTO PARAISO;5200605;POVOADO MOINHO;;01420.013360/2014-05;20/10/2014;17;2.240;60;201/2015;30/12/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=23&data=30/12/2015;54700.001008/2016-09;"14°03'50.9""";"47°27'55.2""";(61) 9688-6348 Noabio (62) 9614-1886;Chapada dos Veadeiros
CENTRO-OESTE;GO;PIRACANJUBA;5217104;ANA LAURA;;01420.007528/2014-35;27/06/2014;17;2.241;61;201/2015;30/12/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=23&data=30/12/2015;;17° 30 021;049° 03 180;(64) 9292-6094 / Lucy Helena - (062) 3482-1378/ 9292-6094/9280-0353 - associacaoquilombolaanalaura@hotmail.com;
CENTRO-OESTE;GO;PROFESSOR JAMIL;5218391;BOA NOVA;;01420.011634/2014-13;12/09/2014;17;2.242;62;201/2015;30/12/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=23&data=30/12/2015;;17° 25 970;049° 24 870;(64) 9216-4715 / Luzia Cristina - luzia.pronatec@gmail.com;
NORDESTE;MA;SAO JOAO BATISTA;2111003;BOA FE, BOM JESUS, PALMERAL, ILHA DOS POCOS E CARAO;;01420.012425/2014-97;30/09/2014;17;2.243;63;201/2015;30/12/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=23&data=30/12/2015;;;;;
NORDESTE;MA;VARGEM GRANDE;2112704;SANTA BÁRBARA, LAGOA DA MARIA ROSA E FERRUGEM;;01420.005941/2014-65;19/05/2014;17;2.244;64;201/2015;30/12/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=23&data=30/12/2015;;;;;
NORDESTE;MA;SAO JOAO BATISTA;2111003;CAPIM-ACÚ II;;01420.012424/2014-42;30/09/2014;17;2.245;65;201/2015;30/12/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=23&data=30/12/2015;;;;(98) 9998-8078 Leonardo, 98916-2299 Vânia, Email: leonardo99barros@hotmail.com;
NORDESTE;MA;TURILÂNDIA;2112456;GUAJARÁ;;01420.015396/2013-34;29/11/2013;17;2.246;66;201/2015;30/12/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=23&data=30/12/2015;;;;;
NORDESTE;MA;SAO JOAO BATISTA;2111003;BEIRADA E QUIRIRI;;01420.012429/2014-75;30/09/2014;17;2.247;67;201/2015;30/12/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=23&data=30/12/2015;;;;;
NORDESTE;BA;IBIPEBA;2913101;OLHOS D'ÁGUA DOS BATATAS;;01420.016373/2014-28;11/12/2014;17;2.248;68;201/2015;30/12/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=23&data=30/12/2015;;;;;
NORDESTE;BA;IBIPEBA;2913101;MURIBECA , ABADE E SANTO ANTÔNIO;;01420.016374/2014-72;11/12/2014;17;2.249;69;201/2015;30/12/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=23&data=30/12/2015;;;;;
NORDESTE;BA;IBIPEBA;2913101;ALEIXO;;01420.016377/2014-14;11/12/2014;17;2.250;70;201/2015;30/12/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=23&data=30/12/2015;;;;;
NORDESTE;BA;IBIPEBA;2913101;LAGEDINHO E SAO VICENTE;;01420.016375/2014-17;11/12/2014;17;2.251;71;201/2015;30/12/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=23&data=30/12/2015;;;;;
SUDESTE;MG;PRESIDENTE KUBITSCHEK;3153301;RAIZ;;01420.012772/2014-10;07/10/2014;17;2.252;72;201/2015;30/12/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=23&data=30/12/2015;54170.001560/2016-24;;;Carlos Ferreira dos Santos, Comunidade de Raiz Cidade: Presidente Kubbstischek /CEP: 39.135-000 Telefone para contato (38) 99428494 ou (38) 98074446 Izabel ou Carlos, SRA. ANDREIA (38) 9942-8494;
NORTE;AP;SANTANA;1600600;SAO FRANCISCO DO MATAPI;;01420.006763/2014-90;05/06/2014;17;2.253;73;201/2015;30/12/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=23&data=30/12/2015;54350.000416/2016-52;;;;
NORTE;AP;OIAPOQUE;1600501;VILA VELHA DO CASSIPORE;;01420.012605/2013-98;07/10/2013;17;2.254;74;201/2015;30/12/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=23&data=30/12/2015;54350.000415/2016-16;;;"Av. BarAo do Branco, 230 Centro, CEP: 68.980-000 Oiapoque/AP, SebastiAo Pinheiro Moraes; Secretaria Extraordinária de PolIticas para os Povos Afrodescendentes-SEAFRO, AV. Padre Julio Maria Lombard 1614. 3º Andar (autos do PROCON), Centro, CEP: 68900-030 - Margem Direita do Rio Oiapoque, s/n - Vila Velha - Oiapoque/AP CEP: 68.980-000 - 96-3521-1894/99907-9787/99906-2648 - quilombodevilavelha@gmail.com";
SUDESTE;MG;CORACAO DE JESUS;3118809;SAO GERALDO;;01420.008801/2015-20;03/08/2015;17;2.255;75;201/2015;30/12/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=23&data=30/12/2015;54170.004006/2016-07;;;;
SUDESTE;MG;BRASILIA DE MINAS;3108602;BORÁ;;01420.007844/2014-15;04/07/2014;17;2.256;76;201/2015;30/12/2015;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=23&data=30/12/2015;54170.004005/2016-54;;;Marcos (38) 99200025/ ROSANA (38) 999525966 - 998664875 (END: RUA CHICO SELEIRO N 34 BAIRRO: VALE DAS PALMEIRAS, BRASILIA DE MINAS/MG , CEP:39330-000;
NORTE;PA;TOME-ACU;1508001;TUCUMANDEUA;;01420.015893/2014-13;02/12/2014;17;2.257;77;28/2016;07/03/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=18&data=07/03/2016;;;;;
NORTE;PA;TOME-ACU;1508001;ROSA DE SARON;;01420.016178/2015-89;29/12/2015;17;2.258;78;28/2016;07/03/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=18&data=07/03/2016;;;;;
NORTE;PA;TOME-ACU;1508001;NOVA BETEL;;01420.016179/2015-23;29/12/2015;17;2.259;79;28/2016;07/03/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=18&data=07/03/2016;54100.000012/2017-91;;;;
NORTE;PA;SALVATERRA;1506302;PROVIDÊNCIA;;01420.003113/2011-40;17/03/2011;17;2.260;80;28/2016;07/03/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=18&data=07/03/2016;54100.003655/2013-63 ;;;;
NORTE;PA;SALVATERRA;1506302;MANGUEIRA;;01420.003116/2011-83;17/03/2011;17;2.261;81;28/2016;07/03/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=18&data=07/03/2016;54100.000589/2010-27 ;00 43 391;048 38 362;991181883 - Noemi - 99368-3674 - Jessica - 99210 1657 - 99210-1657 - Toninho - noemibarbosa@gmail.com;
NORTE;PA;SALVATERRA;1506302;SALVÁ;;01420.003110/2011-14;17/03/2011;17;2.262;82;28/2016;07/03/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=18&data=07/03/2016;54100.001686/2005-70 ;;;;
NORTE;PA;SALVATERRA;1506302;PAIXAO;;01420.003117/2011-28;17/03/2011;17;2.263;83;28/2016;07/03/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=18&data=07/03/2016;54100.000075/2007-76 ;;;;
NORTE;PA;MOJU;1504703;SITIO BOSQUE;;01420.016262/2015-01;31/12/2015;17;2.264;84;28/2016;07/03/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=18&data=07/03/2016;;;;;
NORTE;AP;MACAPÁ;1600303;LAGO DO PAPAGAIO;;01420.006766/2014-23;04/06/2014;17;2.265;85;28/2016;07/03/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=18&data=07/03/2016;;;;"AVENIDA PRESIDENTE
VARGAS, N 1275, BAIRRO CENTRAL, CEP: 68900-070, MACAPÁ - AP (96)  9112-6904";
NORTE;AP;MACAPÁ;1600303;RIO PESCADO;;01420.009440/2013-77;08/08/2013;17;2.266;86;28/2016;07/03/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=18&data=07/03/2016;54350.000593/2016-39;;;;
NORTE;AP;MACAPÁ;1600303;SANTO ANTÔNIO DA PEDREIRA;;01420.015467/2015-61;14/12/2015;17;2.267;87;28/2016;07/03/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=18&data=07/03/2016;;;;991975527 - JoAo dos Santos 991475528 - Jandira dos santos silva;
NORTE;AP;MACAPÁ;1600303;ABACATE DA PEDREIRA;;01420.002351/2015-61;15/09/2013;17;2.268;88;28/2016;07/03/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=18&data=07/03/2016;;;;;
NORDESTE;BA;CAFARNAUM;2905305;QUEIMADA DO TIANO, ERVA CIDREIRA e LAGOA DO GADO;;01420.004895/2015-68;20/04/2015;17;2.269;89;28/2016;07/03/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=18&data=07/03/2016;;;;;
NORDESTE;BA;CAFARNAUM;2905305;PRESIDIO, CHAREL, CURRALINHO e ROCA DO MEIO;;01420.004894/2015-13;20/04/2015;17;2.270;90;28/2016;07/03/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=18&data=07/03/2016;;;;;
NORDESTE;BA;CAFARNAUM;2905305;BANDEIRA, SALAMINHO e UMBUZEIRO;;01420.004893/2015-79;20/04/2015;17;2.271;91;28/2016;07/03/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=18&data=07/03/2016;;;;;
NORDESTE;BA;IRECÊ;2914604;LAGOA NOVA;;01420.006140/2015-06;25/05/2015;17;2.272;92;28/2016;07/03/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=18&data=07/03/2016;;;;Renivaldo CustOdio da Silva (74) 9989-3987;
NORDESTE;BA;VERA CRUZ;2933208;TERERE;;01420.006140/2015-06;25/05/2015;17;2.273;93;28/2016;07/03/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=18&data=07/03/2016;;;;;
NORDESTE;BA;VERA CRUZ;2933028;MARAGOJIPINHO;;01420.006165/2015-00;25/05/2015;17;2.274;94;28/2016;07/03/2016;http://pesquisa.in.gov.br/imprensa/jsp/visualiza/index.jsp?jornal=1&pagina=18&data=07/03/2016;;;;;
